,6months_cluster_1,6months_cluster_2,6months_cluster_3,6months_cluster_4
82,0.01565877668303125,0.1929291598341556,0.05662665568362388,0.1366939829604609
83,0.01593902806363711,0.19314472866739194,0.05522850673284212,0.135643831828614
84,0.01612241676147203,0.1925989066097171,0.053738542688728144,0.13424270210732822
85,0.016231126831077348,0.19144482373213068,0.052192787942751014,0.1325853118560147
86,0.016288310615895477,0.18984120049698194,0.05062803625574494,0.13077655765299748
87,0.016314772929217247,0.1879336413975317,0.04907885106394723,0.12891940851902595
88,0.016326450711636423,0.18584230179156633,0.04757504391582967,0.12710516637831507
89,0.016333346829755548,0.18365474316413036,0.04613997836352159,0.12540565434468115
90,0.016339444850367736,0.18142661868944454,0.04479085795184705,0.12387029942221948
91,0.016344573280112552,0.1791838353575267,0.04353824496635308,0.12252617423219675
92,0.016345675415288325,0.17693216435027634,0.042386424610034244,0.12138040805202767
93,0.016338532087329532,0.17466678796046436,0.041334043811199025,0.12042386440889889
94,0.01631911761734265,0.17237903946130384,0.0403752718499891,0.11963647199889062
95,0.016284259917682554,0.1700607218147854,0.03950115912100587,0.11899190612294858
96,0.016232045152825423,0.16770783328791034,0.03870146510289692,0.11846219780868263
97,0.016161798131625996,0.16532173898351282,0.037965746010751714,0.11802084948089496
98,0.016073532941615707,0.16291133470450586,0.037284837190292575,0.11764537725257103
99,0.015967992325714355,0.16048726851228345,0.03665183607823095,0.11731816368860176
100,0.01584677102016777,0.15805730504679016,0.03606237552465999,0.11702681277267225
101,0.015712070381135746,0.1556265543037486,0.035514333858284036,0.11676313973072928
102,0.015566671967005627,0.15319589044968593,0.035007330782738134,0.11652202197499552
103,0.01541371095592535,0.1507590560504048,0.034541707587373786,0.11630032046046683
104,0.015256368373997468,0.14830477704943357,0.03411772061611794,0.11609577358543946
105,0.015097553778203697,0.14581426160308936,0.03373494235272756,0.11590574050563654
106,0.014939514259646748,0.14326970745717138,0.03339206696540045,0.11572713229132246
107,0.0147834652862556,0.14065864506781867,0.03308724850413544,0.11555680080076171
108,0.01462950571980382,0.1379725074127054,0.03281900303283483,0.11539205108411361
109,0.014476860683873202,0.13521002609277374,0.032586980651897,0.11523218067624116
110,0.01432420181640582,0.13238409533148737,0.03239289635818749,0.11507969403224141
111,0.014170001997082,0.12951532696146328,0.03224125959454978,0.11494208048678606
112,0.014012892438954965,0.1266363593863256,0.0321397416985812,0.11483341701064423
113,0.01385191440915423,0.12378363158932627,0.032098948681593915,0.11477544217752005
114,0.013686484783388124,0.12099328054760901,0.03213200187354596,0.11479686747848211
115,0.01351639144675478,0.11830189073545909,0.032253047908446554,0.11493311979418731
116,0.013341527779882451,0.11574113550328388,0.032476113902176654,0.1152236802583542
117,0.013161768939385211,0.11332541870258149,0.03281370997639711,0.11570849079249719
118,0.0129772128595262,0.11105788767351249,0.033275418541679175,0.11642317285366323
119,0.012788246739821109,0.10892300841503,0.03386660287798507,0.1173945971850709
120,0.012595645324425041,0.10689034304956571,0.034588013741686505,0.11863568494524519
121,0.012401015966199334,0.10492085396939638,0.03543528401099613,0.1201431410122151
122,0.012207021353943484,0.10296847685132589,0.03639989857562527,0.12189532313309352
123,0.012017406311752056,0.10098699496438299,0.03746985603350434,0.12385293326353315
124,0.011836789203140472,0.09894587028422118,0.03863086804865891,0.1259617847716249
125,0.011669839191161248,0.09682894568709012,0.039867937025902155,0.12815814783417484
126,0.011521085692230364,0.09463962550932449,0.041167047350979445,0.13037415457155058
127,0.011394424596414435,0.0924001834710406,0.04251602516391608,0.13254485963968457
128,0.011292377305883127,0.09014235377454807,0.04390583583061304,0.1346131822559064
129,0.011215781089996697,0.08790368928334635,0.045330889641779004,0.13653454026550582
130,0.011163813714244152,0.08572103011320356,0.04678963970025286,0.13827953681008628
131,0.011134124487837833,0.08361782317015444,0.048284626175022584,0.13983557603952299
132,0.011123698268289493,0.08160286915161563,0.04982197684487488,0.14120509693386524
133,0.011128737303366231,0.07967250875478626,0.05141069435131562,0.14240347410663498
134,0.011145360816141658,0.07781066500256151,0.05306206462843931,0.1434562624269369
135,0.011170524364514817,0.07599643561927354,0.054788366239945395,0.14439632703439512
136,0.01120225896126587,0.07420723410271356,0.05660162926199945,0.1452602047514267
137,0.011239850563076723,0.07242322509163938,0.058511835244818323,0.14608562087587001
138,0.011284227654951334,0.0706325013934468,0.0605254912605549,0.14690793448596998
139,0.011337583151853774,0.06883185033475549,0.0626446796004409,0.14775882837398874
140,0.011403650254737382,0.06702164341997846,0.06486647997067575,0.14866441293971555
141,0.011487107829650945,0.06520687486326388,0.06718291691991395,0.14964301880521255
142,0.011592759452398793,0.06339513694258689,0.06958166076825123,0.15070413153629664
143,0.011725403468788772,0.06159565475251433,0.07204706487335426,0.15184891905247494
144,0.011889377387452705,0.059817223763457425,0.07456211760395731,0.15306970227113445
145,0.01208780765483517,0.05806776679498087,0.07710997245450424,0.15435145506581735
146,0.012322286918417314,0.05635427677396886,0.07967537464496888,0.15567211520276278
147,0.012592812124406938,0.05468524952211229,0.08224507591090544,0.1570055077501745
148,0.012898053684023685,0.05306878933427173,0.08480798755784183,0.15832387567085446
149,0.01323574368696017,0.05151142758056092,0.08735460250490967,0.15959963931524657
150,0.013602669473964782,0.05001801416151878,0.08987615438453955,0.16080614511475028
151,0.013995183762559734,0.048592121384378566,0.09236269891637583,0.16191911239516757
152,0.014409495927722062,0.047236090224500954,0.0948016562210634,0.16291627111070442
153,0.0148423485225066,0.045950934686240036,0.09717565213023706,0.1637786206982021
154,0.015290716004909177,0.044736519639589134,0.09946250278716333,0.16448863400031027
155,0.015751850462454246,0.04359282943628902,0.10163471840780247,0.1650299641818105
156,0.016223204646830133,0.042521159328830334,0.10365984633328017,0.16538853917600632
157,0.01670265287766997,0.04152453023773544,0.10550222286766628,0.1655545685410987
158,0.017188361003639258,0.04060830783339926,0.10712595273061859,0.1655248656268217
159,0.017679724258711838,0.039779872211501775,0.1084982665916417,0.16530676311695278
160,0.01817683876169923,0.039049403669596444,0.10959419347205109,0.16491952410313668
161,0.018681153253117453,0.0384288555977125,0.11039841279591567,0.16439558749667973
162,0.01919554013042702,0.037931492177164274,0.11090759342407024,0.1637784499920578
163,0.019724576484924195,0.03757107471916681,0.11113179639728522,0.16311808557672441
