,full_cluster_1,full_cluster_2,full_cluster_3,full_cluster_4,full_cluster_5
53,0.009979698829059592,0.00881119462403761,0.004255893086609575,0.0012498339726641219,0.0009841406368294545
54,0.010202714103785572,0.0087211046296247,0.004545514320888172,0.0012852671920705573,0.0010040189954875918
55,0.010421594465375526,0.008621522282733256,0.0048333452389446255,0.0013401611021226353,0.001019929714446204
56,0.01063590686998826,0.008521884567035237,0.005119344139655983,0.0014149746981527666,0.0010317251189876709
57,0.010844575174341885,0.008431903806187111,0.005408077343291799,0.0015097491216824706,0.0010395468452209645
58,0.011046159798137433,0.008361111355959747,0.005708508016074792,0.001624069040475359,0.00104396581871759
59,0.011239417595371207,0.008318000047887412,0.006033719528876723,0.0017569453495448386,0.0010462814150208638
60,0.011423614762654733,0.008309620861670423,0.0063993861498576705,0.0019066666687495297,0.001048542893268213
61,0.011598584601982457,0.008340757808397261,0.0068224249336809005,0.0020707201921439677,0.0010535193913256882
62,0.011764668818182307,0.008413696396215028,0.007318164208719364,0.002245827681510824,0.0010644993312184698
63,0.011922021666068634,0.008527869298975576,0.007898239611282587,0.002428043243700097,0.0010848740053925007
64,0.012070269278524063,0.00867991303574163,0.008568350034891448,0.0026129825737267365,0.001117691697648549
65,0.012208466432462144,0.008864161305726804,0.009326847263847936,0.0027961245608141214,0.001165308824057004
66,0.012334655595964977,0.009073688083807312,0.010163181962182811,0.0029731969805964482,0.0012288839730692125
67,0.012445698712924298,0.009301013289371551,0.011058607616038928,0.0031405552948199794,0.001308323143696259
68,0.012537791544408669,0.009539201773425484,0.011986730851566062,0.0032956031088995936,0.001402284717709606
69,0.012606851501817304,0.009782386109916575,0.012916816640758659,0.003436998327988281,0.0015082963672390585
70,0.012649389019472643,0.010026317083006903,0.013816805470957044,0.0035647723728743255,0.0016231390112433713
71,0.012663064081322211,0.010268371745225751,0.01465689779035012,0.0036802670890660268,0.001743277851160513
72,0.012646926463868708,0.01050724790168573,0.01541273794651817,0.003785955075450882,0.0018650855873784795
73,0.01260190037187932,0.010742274945924756,0.016069276046440952,0.0038851223292832664,0.0019852217583640696
74,0.012530805257356248,0.010973015687910204,0.016621655466542252,0.0039815895412912234,0.0021006805659872837
75,0.01243768201291787,0.011198760576512406,0.017076196863929187,0.004079319008386238,0.002208878673784359
76,0.012327208036590785,0.011418649495702123,0.017449020418393257,0.004182219854701537,0.0023077964574213902
77,0.012204059831502358,0.011631812600194327,0.01776429268618931,0.004294029554868538,0.0023959523090106285
78,0.012072266433227345,0.01183794187267797,0.01805151713927262,0.0044182771662878845,0.0024723474650336177
79,0.011934908326651401,0.012037991346297279,0.018342805004673286,0.004558334871756106,0.0025366278688514713
80,0.01179371951189744,0.012234829283345931,0.018668926098885236,0.004717573770880021,0.002589068792395088
81,0.011649476201544865,0.01243358807525764,0.019057544082184404,0.004899470818522887,0.0026306054945928036
82,0.011502521122628817,0.012641924147651768,0.019531244214249635,0.005107816770066581,0.002662794571044143
83,0.011353444746135321,0.012869117670543894,0.02010598064367649,0.005346755336698388,0.002687490274081395
84,0.011203439475472048,0.013125038398662784,0.02079011465467281,0.005620739938143554,0.0027065048896976326
85,0.01105488083744342,0.01341876337592817,0.021584466890590313,0.005934549023205751,0.0027212937398004436
86,0.010911171933621332,0.013756894629894762,0.022482378403966555,0.006293205753174598,0.0027325509767707743
87,0.010776593329093708,0.014142012976656545,0.023471217493129325,0.0067016768516839275,0.0027399944010983736
88,0.010655342348713669,0.014571817330440875,0.024533330283060192,0.007164552523500452,0.0027424439020055937
89,0.010550806654091159,0.015038232961468143,0.025647413444515727,0.00768535281165496,0.0027378885171033033
90,0.01046454185942857,0.015528468083251949,0.026790761038217658,0.008265944493996643,0.0027240138887633823
91,0.010395839688602734,0.01602642344045404,0.027941224774742705,0.008905712325264652,0.0026987897269293445
92,0.010341172852264312,0.016514526432471456,0.029078375363777335,0.009600465278794722,0.0026609835156652254
93,0.010294765439459305,0.016976136997202542,0.030185039426967337,0.010341385232469599,0.00261063536782245
94,0.010249401160575614,0.01739817186788933,0.031247405995990143,0.011114625114525916,0.0025495461239964084
95,0.010197608667962764,0.017772429516698978,0.032254992574868836,0.011901048384713755,0.002481154944765421
96,0.01013278546166736,0.01809711573676389,0.03320023588106144,0.012677214459534758,0.0024104784306005706
97,0.010050551672247107,0.018376436334976955,0.03407752487789228,0.01341655474989223,0.0023436223861033785
98,0.009949312383309789,0.01861970970492407,0.03488237141903671,0.014091655413700981,0.0022873563845365054
99,0.009830665036635797,0.018840186090199548,0.035611095863679804,0.014677277842916841,0.0022486282216549205
100,0.009698999075245036,0.019053366440277903,0.036260092731969125,0.015153668719869574,0.0022341259836747367
101,0.009560616517977853,0.019274855279954692,0.03682644810173013,0.015509033843057367,0.0022491661012517066
102,0.00942293190773939,0.01951943124828382,0.037308483353021664,0.01574190217912671,0.002297251197608764
103,0.0092934486169239,0.01979987718055013,0.03770630878336823,0.015861534080639055,0.0023795967138504504
104,0.009178657530561058,0.020126600287126848,0.038022360960871124,0.01588774064378028,0.002494881426313146
105,0.009083511652770451,0.020507449595759224,0.03826145138685144,0.015848903323049397,0.0026388711896694087
106,0.009011183904616353,0.020947257619832547,0.0384307973470452,0.01577878542630897,0.002804720792183263
107,0.008962906038790096,0.02144752817264279,0.038539829083925455,0.015712724973636523,0.0029832311444342825
108,0.008938302458227236,0.022006504828400476,0.03859883659793048,0.015684125863947643,0.0031643985106282
109,0.008935509038155622,0.022618812606293715,0.038617862470294584,0.015720833241034543,0.0033385189852920797
110,0.008951606714703783,0.023275420541972614,0.03860591412199029,0.015842956451054314,0.0034973367540451525
111,0.008983044750637293,0.023964266729309087,0.03856973018002972,0.016061233079670424,0.0036351386955976064
112,0.009026031618507298,0.02467124210097586,0.03851342580438722,0.016377005303090792,0.003749906709649641
113,0.009076774443615956,0.025381929562772902,0.03843754226297061,0.016783111925597723,0.0038431036592824247
114,0.009131959165214264,0.026083574242561986,0.03833895675009562,0.017265141246558847,0.003919605710091714
115,0.009188853582862578,0.02676685572643252,0.03821168369031878,0.017803174536849643,0.003986479265949309
116,0.00924553627272372,0.027427311568137488,0.038047620432909476,0.018373756734083556,0.004051981210544966
117,0.009300909047308346,0.02806629891741235,0.03783713636013815,0.018951718226471386,0.004123986450374319
118,0.009354683110182392,0.028690099161734664,0.03757114103851876,0.019512041881240283,0.004208474504831986
119,0.009407208173315203,0.029308287629869822,0.03724243783914521,0.02003107412715673,0.0043079792859959005
120,0.00945928882835604,0.02993129987664673,0.036847885247995246,0.02048791417356956,0.004421370466811247
121,0.009511878111135649,0.03056755587876762,0.03638969197334174,0.020866131055576085,0.004543394460713811
122,0.009566006762509032,0.03122064316844578,0.03587587625728146,0.02115465395610851,0.004665256538707098
123,0.00962270755740166,0.03188808440949863,0.0353204688189212,0.02135020169774952,0.004775035974076133
124,0.009682954304424021,0.03256063143552504,0.03474311283183354,0.0214591980085271,0.004859750258094603
125,0.009747705619097692,0.03322415751626345,0.034166731952725,0.021499069411281248,0.004907252916000023
126,0.00981789472262591,0.03386237830504323,0.033615295440012696,0.0214993948315478,0.004908258205467477
127,0.009894462623692602,0.03446031378622276,0.03311097655445117,0.021502055298569776,0.004857647571969277
128,0.009978393042017593,0.03500770964430606,0.032671705112228715,0.021559530819896415,0.004756018965654959
129,0.010070638363229667,0.03550255438102771,0.03230969405367303,0.0217336109587262,0.004609497016691858
130,0.010171991287565362,0.03595100328266056,0.032030090387915405,0.022086247084974135,0.004429723458427219
131,0.01028307835170152,0.036366660896742266,0.03183078415371049,0.02266987343969928,0.004231722736775063
132,0.010404203741421971,0.03676741367627097,0.031703721753290545,0.023518551115988613,0.0040319190907825075
133,0.010535369018266611,0.03717170253243573,0.031636423333840286,0.024638670372020853,0.0038460034382342884
134,0.010676268423582401,0.03759395578030698,0.03161394738120339,0.026000489282441863,0.0036870544949196434
135,0.010826286499524896,0.03804150787452588,0.031620969794006505,0.027536094622900235,0.003563434088591768
136,0.010984573623094088,0.03851125025135314,0.03164291651194818,0.02913849681848848,0.0034787923928655063
137,0.011150196028019725,0.03899095531832426,0.031667483539671686,0.030675904137103124,0.0034319749157546396
138,0.011322172177021084,0.03946139722597852,0.03168531222417308,0.03200875639147556,0.0034183429395109773
139,0.011499643635889319,0.03990019019516074,0.03168987341283681,0.033006131278491474,0.0034314837626764996
140,0.011681927897825788,0.040285594936022524,0.03167742308342495,0.033564480172129936,0.0034648162273981766
141,0.011868554289837562,0.04060149500721531,0.03164647954683844,0.03362602463016755,0.003513121456841188
142,0.012059252345469458,0.040839650334002275,0.03159692061339453,0.033184940912099385,0.0035742306136332205
143,0.012253801595890623,0.04100224950073203,0.0315297800718914,0.03229033375777746,0.003649264741228668
144,0.01245176192119536,0.041100703171553565,0.031446557822154685,0.031034476618377795,0.0037424358229052332
145,0.0126522146718703,0.04115382844916009,0.03134881866218884,0.029537526325883766,0.003860533724308561
146,0.012853509730116942,0.04118472135105698,0.031238185891842265,0.02793220573749993,0.004010443365976049
147,0.013053096773883681,0.041217998800520544,0.031115930583265627,0.026345074272577238,0.004197240189347459
148,0.01324748808995924,0.04127560978711696,0.030983095632897507,0.02487817386848663,0.0044222325183211186
149,0.013432416241207942,0.04137505738474981,0.03084089814697411,0.023602903476324145,0.004680988460139901
150,0.01360319165334496,0.041527377851789324,0.030690963059844645,0.02255741106067328,0.0049620516097697125
151,0.013755180569183442,0.04173729539298189,0.03053542396294121,0.02175119253739079,0.005247610489784341
152,0.013884443815524965,0.042003388921549555,0.030377040301100444,0.021171195195449605,0.005513687088228951
153,0.0139881444541401,0.04231919471220765,0.030219037949680908,0.020788696704203854,0.005734155109015276
154,0.014064864198335688,0.04267411589413127,0.030065660826312325,0.02056826305452627,0.005883959285220016
155,0.014114712471340857,0.0430554448049465,0.029921936434309,0.020476085542096074,0.00594251928467527
156,0.014139185986096186,0.043449224818013193,0.029793838297843007,0.02048223737228292,0.005897100134314784
157,0.0141407872289526,0.04384146670248663,0.029687518637236784,0.020561226695115394,0.0057458508154277265
158,0.014122678720649684,0.04421834482483923,0.029609457333453597,0.02069084661379965,0.005497197514758828
159,0.014088019975871356,0.0445669082315558,0.029566040978490207,0.020852169050187577,0.005169983348329319
160,0.014039710278318204,0.04487575697732878,0.029563059013710678,0.021028535630557607,0.004789671437689592
161,0.013980155603852755,0.04513557776345146,0.0296039700254432,0.021204809952662836,0.004385036031866634
162,0.013911210110556824,0.045339222380091616,0.029689976361939464,0.02136702467672298,0.0039846200057038995
163,0.013834148070678917,0.045482112766145236,0.029818700806361283,0.021503119980518823,0.003613140542212335
164,0.013749934653233528,0.045562194390404785,0.0299847303535435,0.021604012577591578,0.003288039742160306
165,0.01365923541981813,0.04558012586805552,0.030179323083316462,0.021665003464619748,0.003019532726784106
166,0.013562810664231505,0.04553898991044118,0.03039162814518014,0.02168541414575253,0.002810156267800172
167,0.013461370891886612,0.0454435430671343,0.030610620571601292,0.02166911985324423,0.0026564980440711553
168,0.013355609151012086,0.04529994934618711,0.030828409333877187,0.021623776467200304,0.002550881443606622
169,0.013246120887604892,0.045115674467652835,0.031040196376845533,0.021560485839485846,0.0024831965610287777
170,0.013133612106615447,0.04489941831154203,0.031246222114729296,0.021493658409487797,0.002442858049458928
171,0.013018741348473428,0.04466129498101843,0.03145205641942209,0.021439867096183708,0.002420708664277324
172,0.012902400902383402,0.044413019764970925,0.031668539822845294,0.0214176520194276,0.002409318998404217
173,0.012785541620949862,0.044168022862911334,0.03190961550000947,0.02144684703987768,0.0024034153436308233
174,0.01266958528929276,0.04394134218603866,0.0321897086499825,0.021546401663394523,0.0023997089497333492
175,0.012556429763031408,0.043748666319488205,0.03252013270447567,0.021733326392336674,0.002396627536376331
176,0.012448442453925575,0.0436051388329158,0.032909016480373775,0.022019802545509032,0.0023940387879818462
177,0.012348033266870027,0.04352378956061497,0.03335888071111548,0.022409076180250953,0.002392825716268355
178,0.012257625678616083,0.043513881748509,0.03386526323315727,0.02289487253035509,0.0023944727554803774
179,0.01217908000640424,0.04357960305094562,0.034416482441273405,0.02345814262474236,0.002400699621723866
180,0.012113592219929453,0.043719243685844844,0.03499496046020926,0.024067299487601737,0.002413142525657239
181,0.01206123777727782,0.04392545929320437,0.03557862811111882,0.02468163586478543,0.0024331061106972556
182,0.012020941787897067,0.0441864612236598,0.03614352699802911,0.02525434640281738,0.0024613140526597204
183,0.011990649852168843,0.044487517395055264,0.03666510751195283,0.025738324208202056,0.0024976026227961556
184,0.011967866048265515,0.04481294253665453,0.03712314005830184,0.02609492120289026,0.0025408095896983676
185,0.011949850626753713,0.04514838011384169,0.037505890057793916,0.026297011086067978,0.0025887336724366244
186,0.011934230973815642,0.04548231212378823,0.03781302498386638,0.026334889389131422,0.002638508007616301
187,0.011919445519056632,0.04580726789129206,0.03805844537244113,0.026218358327874662,0.002686928518341095
188,0.011905113788756257,0.046120187220020835,0.03826999656458312,0.025974581363696948,0.00273077098564955
189,0.011892191334622992,0.04642221232169866,0.038486614177012074,0.025644742958571918,0.002767227774725149
190,0.011882842615815696,0.0467180859437262,0.038754478760379685,0.02527832897267844,0.0027943876863257134
191,0.011880109273232105,0.04701538795755581,0.03911675133670839,0.024924759242481467,0.0028114395180860938
192,0.011887657579362033,0.04732328788625277,0.03960343399817766,0.024629506072033534,0.002818731294966192
193,0.011909547429826696,0.04765201199831434,0.04022448303930739,0.024427813114818876,0.0028175389553241853
194,0.011949502875793622,0.04801219639625243,0.040961906275654936,0.024340923830910362,0.002809807183703993
195,0.012010547003459361,0.048413826252806505,0.04177039674523222,0.024375976970381664,0.0027978686595949674
196,0.012094610954306672,0.048865268788300144,0.042583090044963114,0.0245281197080158,0.0027840104830668387
197,0.01220234461229621,0.04937271491605293,0.04331852130739707,0.024784646910981166,0.002770011018996244
198,0.012332852646195736,0.04993922391273144,0.04389666996300003,0.025128739094329056,0.0027569320970177494
199,0.012483882157896649,0.05056405078240488,0.04425554821615222,0.025541640355104946,0.0027450705118217127
200,0.012651706263408861,0.051242212987153125,0.044360580836874906,0.02600776480447909,0.002733926507482565
201,0.01283219387040282,0.05196432921075275,0.04421485890793083,0.02651662614332715,0.0027222831852841654
202,0.01302147087317902,0.052717973137044606,0.0438585202015717,0.027061653198998142,0.0027084042961327635
203,0.013216750309454437,0.0534894277969355,0.04336024060415458,0.027639007152428688,0.0026903401151208185
204,0.013417106031409264,0.05426535019371077,0.04280827570126079,0.028244035956901555,0.002666289955827315
205,0.013624498561463767,0.055035078649807445,0.04229329063360781,0.028870149419658615,0.0026348793529888132
206,0.013843741239078337,0.055792988872681845,0.04189064992745405,0.029508844184918007,0.002595297406445074
207,0.014082399440531499,0.05653904318242883,0.04165201692063044,0.030147542195861923,0.00254750783052226
208,0.014349140607846984,0.057278938375072044,0.04159814880425029,0.03077127959841216,0.002492309195446545
209,0.014652398542993704,0.05802268916539469,0.04171878906564785,0.03136760150946848,0.002431188104869574
210,0.014998871884520325,0.058782200734694895,0.041980079038245216,0.03192759858969282,0.0023660971607948706
211,0.015391919100934343,0.0595685202623493,0.04233212072661334,0.03244958942375768,0.0022991534640833355
212,0.015829937580689155,0.06038908209223512,0.04272093261125489,0.032940917156539115,0.002232292604654243
213,0.01630620516399127,0.06124467948802522,0.04309916938488278,0.03341826439211478,0.002167029600073779
214,0.016809463205426534,0.062129225376739816,0.04343132089639626,0.03390715875120618,0.0021042606276120987
215,0.017325955243193643,0.06303035394907743,0.04369292458329896,0.034440529297616984,0.002044188968159903
216,0.017841267521289193,0.06393105224672016,0.04387102543405113,0.03505445077324886,0.001986428452973171
217,0.01834235853660616,0.06481269315069353,0.043960721965793696,0.03578809527329704,0.0019301968679389058
218,0.018819779756596492,0.06565878454283468,0.043961733192636,0.036679657292357094,0.0018745656654325462
219,0.019269512599059863,0.0664577325173323,0.04387274159394506,0.037763697366757214,0.0018187257142145005
220,0.019693257520973395,0.06720606677691389,0.043691929453648366,0.03906756408349656,0.0017621877155509305
221,0.020098110337412288,0.06790893428506914,0.043414075070376666,0.040609360561417646,0.0017048597503340718
222,0.02049530122301205,0.06857929223440512,0.04303758463220081,0.042394017559276145,0.0016470511795902438
223,0.020899163681248077,0.06923629444074994,0.042564542018237894,0.044412268129910296,0.0015894052626774092
224,0.021325658089611014,0.0699022844319146,0.04200204045549917,0.04663903428655114,0.0015327444326789488
225,0.021790873895536664,0.07059866804655958,0.04136279072640409,0.049039253624107194,0.001477903221253732
226,0.02230975773323451,0.0713429736113949,0.040668214417017096,0.05157300385070657,0.0014256067607823207
227,0.022896123370041,0.07214567881873796,0.03994085443058645,0.054203823413825215,0.0013763808956396588
228,0.023562114424221035,0.07300962991857231,0.039205471773166134,0.05690680162592709,0.0013305541774825437
229,0.024317980931235928,0.07393104380626464,0.03848192302606284,0.05967650090221861,0.001288304973985743
230,0.0251713211576427,0.0749012969115452,0.03778401303945795,0.06252895855960028,0.0012496928111772206
231,0.0261270642781835,0.0759102830253425,0.03711759560613886,0.06550114075718323,0.0012147292308426392
232,0.027187088862054638,0.07695061602542608,0.03648049339767786,0.06863750826960704,0.0011834278790964542
233,0.028350469680285355,0.07802102063564319,0.03586058764205632,0.07197627350131312,0.0011558106030468576
234,0.02961309746093183,0.07912906360700162,0.035243037892929,0.0755335379629682,0.0011318883488940013
235,0.03096896298046992,0.08029124194045231,0.03461336585352428,0.07929206252503967,0.0011116264518374593
236,0.03241136630385741,0.08153110815682066,0.03396472827097421,0.0831952751080283,0.0010948793784951228
237,0.03393502626549402,0.08287696962560173,0.03330135789395073,0.08715100753361446,0.0010813830118098226
238,0.03553743239787423,0.08435745934565644,0.03264238964309112,0.09103995496456133,0.0010707537978715466
239,0.03722065816829262,0.08599702125715873,0.03202354325098864,0.09474348012385324,0.0010625221389212857
240,0.038991702061369524,0.0878116154534375,0.03149705983845259,0.09816716644279787,0.0010561812574208026
241,0.04086260413866585,0.08980617702484973,0.031126961436835656,0.10126292966937273,0.0010512707666104951
242,0.04284848133263194,0.0919739131580304,0.030979300861198898,0.10403689414040919,0.0010474141138289749
243,0.044965768410321294,0.09429779518663436,0.03110996567707405,0.10654675465757,0.001044359559943595
244,0.04722949037044708,0.09675166562684355,0.031556133392878064,0.10888930850732091,0.0010419734845595041
245,0.049650917929230605,0.09930381485985802,0.03232796751829775,0.11117892979891747,0.0010402204020906031
246,0.052235087388522734,0.10192012277439591,0.03340107720480676,0.11350573201078792,0.001039118154004802
247,0.05498000791115813,0.10456815053332746,0.0347170498576871,0.11591087755071508,0.0010387123652826136
248,0.057876319695461725,0.10721808826877659,0.036186052806886866,0.118367985783905,0.001039028719692278
249,0.06090879657717155,0.10984379874952142,0.037701344392529104,0.12078202419464797,0.0010400771391894533
250,0.06405736164221681,0.11242213012332261,0.03915314534625644,0.12300369243576284,0.0010418839156813736
251,0.06729881030083025,0.1149334297389669,0.04044021385542385,0.12485058359424143,0.001044519920479962
252,0.0706085927256886,0.11735972128938414,0.04148101838216541,0.12614121792717947,0.0010481211424245565
253,0.07396271663283369,0.11968451542231183,0.042226430210520326,0.12674102306049065,0.001052916478122527
254,0.07733830740451623,0.12189076968763116,0.04265812869690953,0.12658045168743037,0.0010591989643963086
255,0.08071465333485596,0.12396297756846142,0.04278898706262923,0.12566449829070372,0.0010672709349141358
256,0.08407322712463569,0.1258874005168826,0.042649857343929384,0.12407532124058568,0.001077399849770295
257,0.0873985953738645,0.12765297120178942,0.04228271687166471,0.12195811764346129,0.0010897258177269573
258,0.09067887497643982,0.12925102269424807,0.04173359933301644,0.11950471658624368,0.0011042159940124882
259,0.09390592328950913,0.13067680815339533,0.04104552051022424,0.11692604030905007,0.00112065387142065
260,0.09707495920100813,0.1319284494305571,0.04024864185765151,0.11442306988915595,0.0011386363909219354
261,0.10018489751530921,0.13300771154471983,0.039366065434032656,0.112178214192749,0.001157628371008586
262,0.10323715201686497,0.13391812694837368,0.03841173238399681,0.11035411933771093,0.0011771070945815819
263,0.10623459242461354,0.13466545250064874,0.03739963819799262,0.10907842320082052,0.001196615224150103
264,0.10917965610414489,0.13525899828253027,0.036344833434732056,0.10844011850990812,0.0012158670048023706
265,0.11207287851607003,0.1357127243975601,0.035265534830405204,0.10848258191411585,0.0012348087302684794
266,0.11491202575406856,0.13604544754618159,0.03418572188132173,0.10920292889589045,0.0012536065033412049
267,0.11769198657073081,0.13628186419973648,0.03313973399250205,0.11054581848174141,0.001272601093072896
268,0.12040472103468206,0.13645176846074214,0.03216432243893164,0.11240161696866342,0.0012922613188608885
269,0.1230406811374219,0.13658893117001647,0.031299728300439485,0.11459744241689011,0.001313002732466818
270,0.12559041373292812,0.13672842137400598,0.030581128244423078,0.11691903920519749,0.0013351492827538604
271,0.12804663199742145,0.13690131754035106,0.03003459226800183,0.11912753299957927,0.0013588653608956074
272,0.1304060195970097,0.13713167404957888,0.029672816741578702,0.12098289558743437,0.0013841121961678305
273,0.13266993319721102,0.13743383156075037,0.029490536618435433,0.12226393520297937,0.0014107029631365924
274,0.13484425392317767,0.13781097811653215,0.029459525806516007,0.12279994900914441,0.001438419468212399
275,0.1369385691332786,0.13825556184842186,0.02953405984762179,0.12247814255004814,0.0014670483726567272
276,0.1389642374900033,0.13875142661941833,0.029651723745216775,0.12125939300238732,0.0014965650507750184
277,0.14093207163846375,0.1392760950095619,0.02974343874238565,0.1191674968022662,0.0015271135453305284
278,0.14284876949631387,0.13980594694622103,0.02974253560468732,0.1162815268579228,0.0015589812675622797
279,0.14471337679836385,0.14031846394628553,0.029593532244948647,0.1127230855942347,0.0015925595565174898
280,0.14651521773651416,0.14079397487581713,0.029260126893817334,0.1086468724365311,0.0016282224492398137
281,0.14823345585705697,0.1412169363501874,0.028732795665935982,0.10421518223792742,0.0016661243111257518
282,0.1498377192279146,0.14157606570199874,0.02802635624977206,0.099593318327613,0.0017061569452829137
283,0.15129092063223015,0.14186337616329162,0.02717838344025551,0.09493839052659422,0.001747786371685737
284,0.15255326080853784,0.14207395048879656,0.026240608303139103,0.09039421405382189,0.0017901658470779154
285,0.15358905014912447,0.1422048847141399,0.02527066956165981,0.08608208786563337,0.0018322688387751025
286,0.15437315273809268,0.14225623000422535,0.024323416270648497,0.08209389695296676,0.0018730382294060027
