,dates,Afghanistan_confirmed,Albania_confirmed,Algeria_confirmed,Argentina_confirmed,Armenia_confirmed,Australia - Victoria_confirmed,Austria_confirmed,Azerbaijan_confirmed,Bahrain_confirmed,Bangladesh_confirmed,Belarus_confirmed,Belgium_confirmed,Belize_confirmed,Benin_confirmed,Bolivia_confirmed,Bosnia and Herzegovina_confirmed,Botswana_confirmed,Brazil_confirmed,Bulgaria_confirmed,Burma_confirmed,Cambodia_confirmed,Cameroon_confirmed,Canada - Alberta_confirmed,Canada - British Columbia_confirmed,Canada - Manitoba_confirmed,Canada - Ontario_confirmed,Canada - Quebec_confirmed,Canada - Saskatchewan_confirmed,Chile_confirmed,China - Hubei_confirmed,Colombia_confirmed,Congo (Brazzaville)_confirmed,Congo (Kinshasa)_confirmed,Costa Rica_confirmed,Cote d'Ivoire_confirmed,Croatia_confirmed,Cuba_confirmed,Cyprus_confirmed,Czechia_confirmed,Denmark_confirmed,Dominican Republic_confirmed,Ecuador_confirmed,Egypt_confirmed,El Salvador_confirmed,Equatorial Guinea_confirmed,Estonia_confirmed,Eswatini_confirmed,Ethiopia_confirmed,Finland_confirmed,France - French Polynesia_confirmed,France - Guadeloupe_confirmed,France - Martinique_confirmed,France - Mayotte_confirmed,France - Reunion_confirmed,France_confirmed,Gabon_confirmed,Georgia_confirmed,Germany_confirmed,Ghana_confirmed,Greece_confirmed,Guatemala_confirmed,Honduras_confirmed,Hungary_confirmed,India_confirmed,Indonesia_confirmed,Iran_confirmed,Iraq_confirmed,Ireland_confirmed,Israel_confirmed,Italy_confirmed,Jamaica_confirmed,Japan_confirmed,Jordan_confirmed,Kazakhstan_confirmed,Kenya_confirmed,"Korea, South_confirmed",Kosovo_confirmed,Kuwait_confirmed,Kyrgyzstan_confirmed,Latvia_confirmed,Lebanon_confirmed,Lesotho_confirmed,Libya_confirmed,Lithuania_confirmed,Luxembourg_confirmed,Madagascar_confirmed,Malawi_confirmed,Malaysia_confirmed,Malta_confirmed,Mexico_confirmed,Moldova_confirmed,Mongolia_confirmed,Montenegro_confirmed,Morocco_confirmed,Mozambique_confirmed,Namibia_confirmed,Nepal_confirmed,Netherlands - Curacao_confirmed,Netherlands_confirmed,Nigeria_confirmed,North Macedonia_confirmed,Norway_confirmed,Oman_confirmed,Pakistan_confirmed,Panama_confirmed,Papua New Guinea_confirmed,Paraguay_confirmed,Peru_confirmed,Philippines_confirmed,Poland_confirmed,Portugal_confirmed,Qatar_confirmed,Romania_confirmed,Russia_confirmed,Rwanda_confirmed,Saudi Arabia_confirmed,Serbia_confirmed,Singapore_confirmed,Slovakia_confirmed,Slovenia_confirmed,South Africa_confirmed,Spain_confirmed,Sri Lanka_confirmed,Sudan_confirmed,Sweden_confirmed,Switzerland_confirmed,Thailand_confirmed,Tunisia_confirmed,Turkey_confirmed,US_confirmed,Uganda_confirmed,Ukraine_confirmed,United Arab Emirates_confirmed,United Kingdom_confirmed,Uruguay_confirmed,Uzbekistan_confirmed,Venezuela_confirmed,West Bank and Gaza_confirmed,Zambia_confirmed,Zimbabwe_confirmed
0,11/1/20,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
1,11/2/20,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
2,11/3/20,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
3,11/4/20,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
4,11/5/20,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
5,11/6/20,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
6,11/7/20,5.845237438945517e-07,2.9514228882542143e-05,2.245637749885405e-06,5.6599968948027355e-05,0.00016891076713537216,8.294041287826813e-09,0.00014473818146249634,2.658658407559949e-05,3.2198665598043626e-05,2.3406596013496355e-06,2.483803331519265e-05,0.0002590359793494898,5.3946694587373825e-05,3.054821691144464e-07,2.1697484191289063e-06,0.00011586368389969419,1.2672397711915225e-05,1.8802836322362526e-05,9.975515015387208e-05,1.292640269357362e-05,4.977757507223598e-09,4.67385645885783e-07,3.1142041777538895e-05,1.7678770268019367e-05,5.194312744456875e-05,1.65996394722587e-05,2.957551162524029e-05,1.619814629172963e-05,1.750880906758449e-05,2.784122312562025e-09,4.416402218145769e-05,5.354056307434859e-07,9.052228362471037e-08,4.526184764221054e-05,2.2794737795930313e-07,0.00013146546953421166,1.2239804908042512e-06,3.684295115874398e-05,0.00025805585664965625,4.591327236907304e-05,8.984951856132313e-06,1.162710521853566e-05,4.506733312717707e-07,7.076165319825671e-06,1.6806905873428155e-07,2.173840373772223e-05,2.0503906534495117e-06,9.304618805536384e-07,9.169857552311542e-06,0.0003086331177899063,2.8096375059396308e-05,4.901142587965478e-05,2.387037411668205e-05,2.2285754141167128e-05,0.0002294217941070851,7.821000974278376e-07,0.00012108964806305489,5.364671210943754e-05,8.052784201158763e-07,4.591091851439242e-05,5.806864353494257e-06,1.187469543122903e-05,9.540227004070144e-05,8.115772556629657e-06,2.814315339756193e-06,2.392687483006946e-05,1.920295442894862e-05,2.6550123854960252e-05,1.81980223543499e-05,0.00011956757465205857,5.214725830601771e-06,1.498229582252032e-06,0.00010280559358451497,7.747593042385472e-06,4.291519295863185e-06,5.319069718147711e-07,6.422847185290291e-05,4.093464278864522e-05,1.9434539529837345e-05,3.1932186273633974e-05,5.853293225665583e-05,2.3908503152616054e-07,2.9138455590545678e-05,8.364354354580824e-05,0.0002600491120547494,1.4230745571414186e-07,4.609472379043291e-08,7.088641642546413e-06,7.058634896370403e-05,9.848553633069302e-06,4.555294438027072e-05,1.327291607968336e-07,0.00020077438496344404,2.7442187936717308e-05,8.985229413153857e-07,3.379691320447652e-06,2.4304118669617925e-05,2.189281379798395e-05,0.00012034876946106455,1.6384358196084803e-07,0.00011156984259289585,2.3217521963288738e-05,1.808972860580588e-05,1.2930334141750479e-06,3.9009852336918017e-05,3.2556114457293845e-08,1.8871158746232762e-05,1.797635871869397e-05,4.168954543185157e-06,0.00013457891172062098,9.806474395773052e-05,1.7521946513724342e-05,8.675433607528196e-05,3.071360406378266e-05,1.7883981005510262e-07,2.9006863062368322e-06,4.768503551177552e-05,2.7265185685732107e-07,0.000107128632654916,0.00017840360208191665,6.245484358567196e-06,0.00010725526616989742,4.513865471448268e-06,1.570539481300374e-07,7.098706668647182e-05,0.00022819038119565674,2.3647408292567246e-08,2.987022711181497e-05,6.608703186788528e-06,7.728726252456911e-05,1.1283551690968957e-06,4.875440812104447e-05,2.9352639350571186e-05,8.044786131713934e-05,2.8230282795929884e-06,1.631386106490857e-06,3.2549581561465007e-06,2.7748249549713646e-05,8.133391673882269e-07,2.505716352309745e-07
7,11/8/20,2.915848862030518e-06,0.00014956896393942154,1.146636963901977e-05,0.0002814625927015919,0.0008440951125005357,3.628643063424231e-08,0.0007322968239877045,0.00013418738525218125,0.000160728402260614,1.1700139676501495e-05,0.00012426356068185294,0.001267964004636947,0.0002698904468299459,1.4907987503974663e-06,1.0747740663209726e-05,0.0005798405469897267,6.582156028211213e-05,9.375322823078416e-05,0.0005020245677562117,6.457693831971652e-05,2.6133226912923894e-08,2.3390182714451733e-06,0.00015894580680203077,8.991797685913457e-05,0.0002609952255032036,8.341633276473897e-05,0.0001485642323617446,8.186325894303226e-05,8.755021283868185e-05,1.4384631948237125e-08,0.00022005575063757597,2.6694872293407607e-06,4.512175762884408e-07,0.0002257565007345822,1.0974075612481329e-06,0.0006578105026991589,6.1229639359892504e-06,0.0001859782085542024,0.0012865438671831044,0.0002300273384755768,4.4931152444071364e-05,5.766185687504635e-05,2.268276150024987e-06,3.537761890859353e-05,8.304588784517441e-07,0.00011120150252557758,1.0317709235725533e-05,4.640726889732257e-06,4.588934173940018e-05,0.0015484736539303195,0.000138211286072564,0.0002573099858681876,0.00011886887046816321,0.00011195551081066682,0.0011568880234565893,3.93231204364116e-06,0.0006134993258729834,0.000270267020089975,4.1498175347046805e-06,0.0002323990733929625,2.9129099410183568e-05,5.781417371568073e-05,0.0004822482204162003,4.058282305866121e-05,1.4147716504053534e-05,0.0001201369846055446,9.616442826444237e-05,0.00013150553513136825,9.086481731445733e-05,0.0006013626630260268,2.576013733546708e-05,7.561828436567486e-06,0.0005179156627145579,3.915553985594186e-05,2.150261107074072e-05,2.6652150250581472e-06,0.00032324921556075697,0.00020503075706457187,9.707213766795936e-05,0.00016118361846331023,0.0002930766357986583,1.1954251576308023e-06,0.0001460533654762702,0.00042559021099267537,0.0012993849819648686,7.038248115652225e-07,2.239915484191349e-07,3.585989817490765e-05,0.0003550978369148046,4.931229380502152e-05,0.00022903251843502906,6.657526160603082e-07,0.0010171773823259346,0.00013878542849607661,4.459792956575458e-06,1.6686546696293794e-05,0.000121916737688269,0.00010921048427411296,0.000596159586691375,8.251727997440905e-07,0.0005619869774454128,0.00011711998296231255,9.003850053361245e-05,6.539670962965307e-06,0.00019508301557412763,1.6355571786878575e-07,9.414868548647365e-05,9.105506103862656e-05,2.0798255506956247e-05,0.0006787415770710872,0.0004971061310934375,8.767954112046923e-05,0.0004394917821454105,0.0001541296473508228,8.931281532093147e-07,1.451478646006648e-05,0.00024171207635464062,1.3490339700157884e-06,0.0005331648569686601,0.0008844553976845939,3.116544638167625e-05,0.0005363543536659696,2.2567707975210963e-05,8.219631102032271e-07,0.0003572419856239359,0.0011428759098174438,1.1903191232981336e-07,0.0001489268742345587,3.311522095557911e-05,0.00038937042030730593,5.669370664185853e-06,0.0002452344540101529,0.0001465605471405216,0.00040232021743688453,1.4284842532169614e-05,8.136623681389113e-06,1.6240158377152945e-05,0.00013903761335543893,4.087821529600568e-06,1.2817882345986721e-06
8,11/9/20,8.733116100490988e-06,0.00045498713028220713,3.51313649056479e-05,0.0008400815389395048,0.002530242147027468,9.538147481000835e-08,0.0022211304192626237,0.0004061887494113541,0.00048123554993572234,3.508770148637785e-05,0.0003730064607168746,0.0037231012483223314,0.0008093225096163336,4.396883804894447e-06,3.2013295199321706e-05,0.0017411768062552265,0.00020484339601394453,0.0002807074671412264,0.0015159149737725846,0.00019345477566239,8.337743824599528e-08,7.023324940384296e-06,0.000488216122717537,0.0002740955846605754,0.0007864115064873074,0.000251615259325452,0.00044777903545118966,0.00024908582232775154,0.0002627453277924103,4.408193661556538e-08,0.0006572287991568908,7.985838914892275e-06,1.3488517180999398e-06,0.0006756494096002987,3.1704929997822782e-06,0.0019753235837319965,1.8351747508946974e-05,0.0005624265476779076,0.003842175914201746,0.0006913571845466662,0.0001350005958266916,0.00017171668744296817,6.848065981706753e-06,0.00010610719520150201,2.4567741820864097e-06,0.00034103362535241907,3.117430687387524e-05,1.3897748805761587e-05,0.00013766677353139296,0.004656259289821498,0.0004100926797688569,0.00079643567054439,0.0003592504015089997,0.00033776434604499534,0.003488283344220163,1.1831211433998006e-05,0.0018655396179500328,0.0008140864143875358,1.272621126291218e-05,0.0007052243117869691,8.774213647826622e-05,0.00016909864765390578,0.0014622059997380105,0.0001217575126405727,4.2694529719472024e-05,0.00036196372137160484,0.00028898339572828725,0.0003904298162708905,0.00027212679237666366,0.0018143704427178828,7.620892504793753e-05,2.2920629759191505e-05,0.0015642011852133612,0.00011868031094937036,6.458593545204468e-05,8.016066624308444e-06,0.0009804504766671826,0.0006162085822965599,0.0002904627424077319,0.0004877428535186828,0.0008804668481631379,3.5539666848483306e-06,0.00043930471370399326,0.0012997112552206936,0.003890266311396553,2.088337033679208e-06,6.55409353895218e-07,0.00010880990169137156,0.0010698297470909807,0.00014822952212835712,0.0006908613800210734,2.0120055327139058e-06,0.003088511381165923,0.00042087069427968713,1.3275186334486815e-05,4.960321875300099e-05,0.00036653183996567527,0.0003268284345556175,0.001770456294565836,2.4938540772956515e-06,0.0016971591943747422,0.00035403490830207004,0.000269211015170547,1.984491069908895e-05,0.0005863436371402421,4.922174447709902e-07,0.0002818607082748975,0.0002756253007276677,6.230755466514083e-05,0.002053813980357243,0.0015103413838322105,0.0002633828517377592,0.0013341543447432456,0.00046407206479651483,2.69973150388571e-06,4.357862337612506e-05,0.0007345460781882327,4.0127240672262254e-06,0.0015899827525468178,0.002632322981289675,9.33836140575609e-05,0.0016081238205531026,6.76895211165778e-05,2.578183694328036e-06,0.0010779111358803016,0.003429532435963956,3.5868547872339404e-07,0.00044568446758030673,9.957623727117388e-05,0.0011771240656680856,1.7066182407736826e-05,0.000740073951474537,0.0004391795752539822,0.0012073998388627456,4.345546925998656e-05,2.439723106544309e-05,4.86121878977312e-05,0.000417598172734449,1.2311374641797207e-05,3.933554720665018e-06
9,11/10/20,2.0364443802834008e-05,0.001076759657192403,8.370729770199292e-05,0.0019508564666160266,0.005897920899225657,1.9698348058588684e-07,0.00523630449862928,0.0009558858180119137,0.0011205706237382943,8.183221035827274e-05,0.0008709274878348439,0.008506987983515993,0.0018855704036378304,1.0128964955693607e-05,7.429308894260495e-05,0.0040668235489975495,0.0004927253543677533,0.0006552506444021143,0.0035595096894427093,0.0004507370031404338,2.082361890521872e-07,1.640238848834383e-05,0.0011654520173400614,0.0006494267621226325,0.001842647907408429,0.0005910456742649783,0.0010498714524625461,0.0005905289756556178,0.0006133753646411586,1.0440458672107589e-07,0.0015260148839839685,1.855444442879361e-05,3.1354472080822484e-06,0.0015728226578308776,7.137092874375134e-06,0.004614039293284984,4.273155301287537e-05,0.0013212396960989238,0.008916296968536856,0.001615220205294982,0.000315778798932912,0.0003982830910282532,1.6078601280835927e-05,0.00024746049399966964,5.679745543696751e-06,0.0008129316047113135,7.328203796104249e-05,3.237010765600861e-05,0.00032103513578104955,0.010871287410768609,0.0009475290162689813,0.001908747393552981,0.0008489870973107883,0.0007929684969333116,0.00815832622463778,2.7644589897927386e-05,0.0044131231850258685,0.0019047044538116078,3.0268023188911988e-05,0.001662588726552459,0.00020571448823204807,0.0003853446061320148,0.003446420923513943,0.0002841133585833978,0.00010024547543903516,0.0008483414308096503,0.0006755076103110117,0.0009013232740996668,0.0006336715304049141,0.004257039652660228,0.00017519513618234378,5.40707664886572e-05,0.003672567770072989,0.00027964760335318285,0.0001508844218214465,1.8755908080132146e-05,0.0023151439403367533,0.0014406140388001064,0.000676017120116303,0.0011470553050333884,0.0020571921994930967,8.364745224611209e-06,0.0010279155980406193,0.0030877223720062576,0.009050084223383513,4.818799142879744e-06,1.496277948041006e-06,0.000256617370565504,0.002503908285387591,0.000346710846184906,0.0016208391635252155,4.759288480000747e-06,0.007282833262850685,0.000992173725732162,3.072446220439536e-05,0.00011492308886354995,0.0008562700190811008,0.0007628673533853482,0.0040874096142812615,5.861899455139697e-06,0.0039832890499297705,0.0008314902180836817,0.000626055357499265,4.6838113493956516e-05,0.001372896059080093,1.1464403162461337e-06,0.0006566653737960283,0.0006475981966379264,0.00014523197936661654,0.004833174088684204,0.003567455166378125,0.000615461079384941,0.0031463158956437807,0.0010867899844321269,6.376656580677298e-06,0.00010176028292275292,0.0017354135083321295,9.293871990266944e-06,0.0036851830442578156,0.006097580852577691,0.00021780895754395472,0.0037460117367617046,0.00015797136481522818,6.275989643250769e-06,0.002531889670656312,0.007997152007508446,8.3958235324451e-07,0.0010365713465643237,0.00023291912575183058,0.002767411957846013,3.995684261994252e-05,0.0017368212778604696,0.0010237998657076626,0.00281848363121352,0.00010297664471932586,5.690414815269906e-05,0.00011313674578943978,0.0009749789512672963,2.8770929935079083e-05,9.40460206346423e-06
