,Province/State,Country/Region,Lat,Long,total_cases,area,populations,peak_cases,normalized_peak,1/22/20,1/23/20,1/24/20,1/25/20,1/26/20,1/27/20,1/28/20,1/29/20,1/30/20,1/31/20,2/1/20,2/2/20,2/3/20,2/4/20,2/5/20,2/6/20,2/7/20,2/8/20,2/9/20,2/10/20,2/11/20,2/12/20,2/13/20,2/14/20,2/15/20,2/16/20,2/17/20,2/18/20,2/19/20,2/20/20,2/21/20,2/22/20,2/23/20,2/24/20,2/25/20,2/26/20,2/27/20,2/28/20,2/29/20,3/1/20,3/2/20,3/3/20,3/4/20,3/5/20,3/6/20,3/7/20,3/8/20,3/9/20,3/10/20,3/11/20,3/12/20,3/13/20,3/14/20,3/15/20,3/16/20,3/17/20,3/18/20,3/19/20,3/20/20,3/21/20,3/22/20,3/23/20,3/24/20,3/25/20,3/26/20,3/27/20,3/28/20,3/29/20,3/30/20,3/31/20,4/1/20,4/2/20,4/3/20,4/4/20,4/5/20,4/6/20,4/7/20,4/8/20,4/9/20,4/10/20,4/11/20,4/12/20,4/13/20,4/14/20,4/15/20,4/16/20,4/17/20,4/18/20,4/19/20,4/20/20,4/21/20,4/22/20,4/23/20,4/24/20,4/25/20,4/26/20,4/27/20,4/28/20,4/29/20,4/30/20,5/1/20,5/2/20,5/3/20,5/4/20,5/5/20,5/6/20,5/7/20,5/8/20,5/9/20,5/10/20,5/11/20,5/12/20,5/13/20,5/14/20,5/15/20,5/16/20,5/17/20,5/18/20,5/19/20,5/20/20,5/21/20,5/22/20,5/23/20,5/24/20,5/25/20,5/26/20,5/27/20,5/28/20,5/29/20,5/30/20,5/31/20,6/1/20,6/2/20,6/3/20,6/4/20,6/5/20,6/6/20,6/7/20,6/8/20,6/9/20,6/10/20,6/11/20,6/12/20,6/13/20,6/14/20,6/15/20,6/16/20,6/17/20,6/18/20,6/19/20,6/20/20,6/21/20,6/22/20,6/23/20,6/24/20,6/25/20,6/26/20,6/27/20,6/28/20,6/29/20,6/30/20,7/1/20,7/2/20,7/3/20,7/4/20,7/5/20,7/6/20,7/7/20,7/8/20,7/9/20,7/10/20,7/11/20,7/12/20,7/13/20,7/14/20,7/15/20,7/16/20,7/17/20,7/18/20,7/19/20,7/20/20,7/21/20,7/22/20,7/23/20,7/24/20,7/25/20,7/26/20,7/27/20,7/28/20,7/29/20,7/30/20,7/31/20,8/1/20,8/2/20,8/3/20,8/4/20,8/5/20,8/6/20,8/7/20,8/8/20,8/9/20,8/10/20,8/11/20,8/12/20,8/13/20,8/14/20,8/15/20,8/16/20,8/17/20,8/18/20,8/19/20,8/20/20,8/21/20,8/22/20,8/23/20,8/24/20,8/25/20,8/26/20,8/27/20,8/28/20,8/29/20,8/30/20,8/31/20,9/1/20,9/2/20,9/3/20,9/4/20,9/5/20,9/6/20,9/7/20,9/8/20,9/9/20,9/10/20,9/11/20,9/12/20,9/13/20,9/14/20,9/15/20,9/16/20,9/17/20,9/18/20,9/19/20,9/20/20,9/21/20,9/22/20,9/23/20,9/24/20,9/25/20,9/26/20,9/27/20,9/28/20,9/29/20,9/30/20,10/1/20,10/2/20,10/3/20,10/4/20,10/5/20,10/6/20,10/7/20,10/8/20,10/9/20,10/10/20,10/11/20,10/12/20,10/13/20,10/14/20,10/15/20,10/16/20,10/17/20,10/18/20,10/19/20,10/20/20,10/21/20,10/22/20,10/23/20,10/24/20,10/25/20,10/26/20,10/27/20,10/28/20,10/29/20,10/30/20,10/31/20,11/1/20,11/2/20,11/3/20,11/4/20,11/5/20,11/6/20,11/7/20,11/8/20,11/9/20,11/10/20,11/11/20,11/12/20,11/13/20,11/14/20,11/15/20,11/16/20,11/17/20
90,no province,Comoros,-11.6455,43.3333,591,no province Comoros,869601.0,44.0,5.059791789567859e-05,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,2,0,0,0,5,0,0,3,0,0,0,0,0,0,0,0,0,0,23,0,44,0,9,0,0,0,0,0,19,0,0,26,0,0,0,9,0,0,0,21,0,1,13,0,0,21,0,13,0,37,0,0,18,0,7,0,0,0,0,31,0,0,6,0,2,0,0,2,1,0,3,0,0,4,0,7,0,0,6,0,3,0,3,0,0,14,0,0,24,0,0,8,0,0,2,0,8,0,3,0,0,0,0,0,4,0,2,0,1,0,11,0,0,0,0,0,0,5,0,1,0,0,4,0,21,0,4,0,0,4,0,0,0,0,0,1,10,0,3,0,0,0,0,0,0,4,0,4,0,0,1,0,5,0,3,0,0,4,0,4,0,0,0,0,1,0,0,6,0,0,0,2,0,13,0,0,0,0,0,0,0,20,8,0,0,0,9,3,0,6,0,0,6,0,5,0,5,0,0,12
92,no province,Congo (Kinshasa),-4.0383,21.7587,11866,no province Congo (Kinshasa),89561403.0,414.0,4.6225269606372735e-06,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,1,0,0,0,1,1,10,4,5,7,6,9,3,3,0,14,0,16,17,11,25,0,20,0,7,19,0,0,35,8,11,1,6,13,13,20,20,20,5,18,9,18,17,22,26,17,12,20,81,32,70,0,8,23,92,66,74,0,54,33,78,67,73,56,157,0,83,91,102,104,110,80,116,156,106,143,114,173,133,104,125,131,169,149,120,114,138,90,153,131,125,122,87,54,59,137,126,183,194,195,154,98,103,186,198,141,138,137,112,100,83,67,122,68,32,21,0,0,414,59,66,62,42,60,28,36,50,75,79,40,91,92,94,47,34,30,13,29,58,79,60,14,31,18,45,75,56,46,81,18,35,10,39,51,16,33,38,30,15,20,16,45,9,19,12,49,21,3,79,13,38,52,7,10,11,24,29,32,23,59,32,19,18,24,5,0,11,13,28,14,32,27,4,4,14,18,23,15,19,12,7,28,26,44,23,8,18,11,15,18,13,6,10,17,4,63,0,64,1,6,46,14,0,31,25,21,0,31,17,20,0,95,0,67,22,32,23,0,67,33,41,17,34,14,36,0,68,0,79,27
94,no province,Cote d'Ivoire,7.54,-5.5471,21004,no province Cote d'Ivoire,26378274.0,430.0,1.630129401188266e-05,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,4,1,3,0,5,0,11,48,7,16,5,0,64,3,11,11,4,24,27,16,62,26,35,60,0,89,41,52,12,0,16,34,113,46,0,69,36,52,73,0,73,14,19,55,37,58,29,36,34,32,52,55,31,65,33,30,127,55,59,46,44,48,10,34,78,70,40,25,10,47,54,79,85,109,49,34,118,73,86,152,169,126,182,142,114,186,223,280,164,236,355,240,384,381,430,402,216,185,227,260,170,405,205,157,113,285,203,290,252,218,310,194,228,310,246,302,391,323,106,165,366,151,142,216,207,193,219,202,268,252,241,102,59,58,100,165,69,62,73,38,73,56,98,77,96,95,83,49,0,42,46,58,33,81,43,82,17,61,64,97,35,56,41,99,95,96,55,119,36,58,47,61,203,116,113,77,37,54,47,0,97,53,34,32,26,42,69,51,7,16,87,71,55,44,29,12,28,55,31,38,56,33,3,18,32,47,54,92,26,1,28,34,40,18,26,22,1,18,21,27,15,24,41,16,2,67,73,64,24,0,37,12,13,11,12,12,19,3,12,8,27,17,46,31,12,16
96,no province,Cuba,21.521757,-77.78116700000002,7667,no province Cuba,11326616.0,109.0,9.623350875495382e-06,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,3,1,0,0,0,1,2,4,5,5,14,5,8,9,10,13,39,20,31,16,26,21,36,19,32,30,46,61,58,49,56,49,57,40,48,48,61,63,49,52,50,52,46,50,52,32,20,48,30,34,36,74,38,19,17,18,26,12,13,12,17,21,6,20,10,22,10,9,6,13,8,8,15,10,6,16,11,9,22,20,20,38,9,15,12,14,40,18,9,5,6,8,14,5,10,14,11,7,15,10,4,3,3,3,1,2,4,5,2,8,1,7,5,8,8,3,8,15,4,4,10,7,6,2,4,6,2,4,1,1,0,3,13,4,3,9,17,37,23,33,9,11,25,13,24,31,25,49,54,59,65,93,47,35,46,55,63,24,48,44,74,83,17,35,65,35,27,15,47,60,59,48,59,33,61,88,52,32,11,43,25,82,92,42,60,31,42,77,73,57,71,51,36,50,81,48,40,40,62,45,26,48,66,73,48,62,29,36,38,15,19,26,5,30,22,17,18,27,56,52,50,38,47,63,53,58,55,32,29,83,49,39,35,86,48,35,65,109,40,44,39,30,52,43,37,58,54,27,22,49,28
97,no province,Cyprus,35.1264,33.4299,7513,no province Cyprus,1207359.0,314.0,0.000260071776497297,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,2,1,3,0,8,12,0,7,13,3,18,0,17,11,21,8,8,14,16,17,35,16,32,58,36,40,30,20,19,29,32,38,31,21,17,29,33,20,20,15,11,6,5,12,6,5,9,6,7,5,15,6,7,7,7,8,2,4,5,6,2,1,6,3,2,2,2,3,4,2,1,1,4,1,4,0,8,2,2,0,2,1,2,0,5,3,6,0,2,0,4,6,2,2,1,5,0,3,2,0,0,0,0,0,1,2,2,1,1,0,2,0,2,2,1,0,0,3,1,1,1,3,2,3,1,7,1,1,2,6,2,4,1,0,2,0,5,2,6,4,3,7,13,10,24,10,26,5,25,15,13,14,11,9,10,25,14,14,13,14,7,12,8,26,10,11,11,4,30,23,10,-17,14,2,4,1,2,5,3,4,5,2,1,1,3,3,3,3,3,8,6,8,10,7,25,10,3,15,36,9,8,13,12,17,30,12,17,17,22,13,23,29,21,21,33,35,20,41,83,51,104,94,202,63,43,152,127,188,160,130,101,91,181,113,121,166,149,197,197,174,166,233,224,314,116,111,198,165,185,207,198,127,107,228
99,Faroe Islands,Denmark,61.8926,-6.9118,498,Faroe Islands Denmark,49250.0,29.0,0.0005888324873096446,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,1,0,0,0,0,1,6,2,7,29,11,14,8,12,23,3,4,10,8,4,11,4,9,1,4,4,2,2,0,2,1,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,2,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,3,0,0,0,0,0,1,22,0,6,0,5,0,0,0,0,2,14,25,25,4,8,3,12,21,23,3,5,2,1,4,5,1,1,0,0,26,1,0,0,0,0,0,0,0,0,1,1,0,0,0,1,1,0,1,2,5,0,5,0,1,1,1,3,3,11,3,4,3,2,0,0,3,4,5,0,1,1,1,0,1,1,0,0,0,0,0,1,2,2,1,2,0,3,0,2,0,0,0,0,4,0,0,0,1,0,0,0,0,0,0,0,2,0,0,0,0,0,0,1,0,0
100,Greenland,Denmark,71.7069,-42.6043,18,Greenland Denmark,56770.0,4.0,7.045974986788797e-05,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,1,0,0,2,0,1,1,0,4,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,1,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0
102,no province,Diamond Princess,0.0,0.0,712,no province Diamond Princess,3711.0,99.0,0.02667744543249798,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,61,0,3,71,0,40,0,43,67,70,99,88,79,13,0,0,57,0,0,14,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,6,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
103,no province,Djibouti,11.8251,42.5903,5656,no province Djibouti,988000.0,280.0,0.00028340080971659917,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,2,0,8,0,1,2,4,0,12,3,7,9,1,9,31,0,45,0,15,37,27,84,65,72,156,141,0,114,0,99,29,12,13,9,15,12,37,5,12,8,15,0,4,4,4,9,2,54,21,17,29,12,16,25,22,70,117,100,210,219,223,0,0,198,0,229,217,0,280,160,215,210,156,119,69,46,38,71,53,42,25,43,8,16,36,38,6,12,8,0,17,17,18,13,5,8,0,0,13,26,22,11,21,0,56,30,56,11,66,13,0,4,5,2,6,8,10,0,8,9,7,3,1,8,0,11,9,9,13,0,3,0,77,79,8,82,0,8,0,6,3,1,10,0,9,0,2,3,2,0,0,8,0,0,1,0,0,0,0,2,0,2,0,0,0,0,0,1,0,0,3,3,0,0,1,1,0,3,0,4,0,0,1,3,0,0,2,0,0,1,6,0,1,0,1,1,2,2,0,0,0,0,0,3,2,12,3,6,3,7,10,30,13,10,6,2,6,5,3,11,3,1,2,2,10,2,5,19,5,1,3,19,6,2,6,0,4,4,6,1
104,no province,Dominica,15.415,-61.371,68,no province Dominica,71986.0,8.0,0.00011113272025115995,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,1,0,5,4,0,0,0,0,1,0,0,0,2,0,1,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,2,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,1,0,0,0,0,0,0,0,0,0,0,0,2,0,0,0,0,2,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,6,0,0,0,1,0,0,0,0,0,0,0,1,0,0,0,0,0,1,0,0,0,0,0,0,0,4,1,0,0,0,0,0,4,8,0,0,0,0,7,0,6,0,0,0,5,0,0,0,0,0,0
110,no province,Eritrea,15.1794,39.7823,518,no province Eritrea,3546421.0,31.0,8.74120698022034e-06,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,3,2,0,0,6,0,3,0,7,0,7,0,2,0,2,0,1,0,0,0,0,1,0,0,4,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,2,0,0,24,31,13,12,10,11,0,1,0,0,0,1,0,23,24,0,0,12,0,12,0,0,0,0,0,0,17,0,0,0,0,0,0,19,0,0,0,0,0,0,10,0,2,0,2,0,0,14,0,0,0,3,0,0,0,3,0,0,0,0,0,0,0,0,0,0,19,0,2,0,0,0,0,9,0,2,0,1,0,1,0,0,11,0,0,0,0,11,0,20,0,0,0,0,3,0,0,0,0,0,0,0,0,5,0,6,0,0,0,0,6,0,17,0,0,0,0,7,0,9,0,0,0,0,8,0,30,0,0,0,0,5,4,0,0,0,0,0,0,2,0,0,17,0,0,4,0,7,0,0,0,0,2,0,0,0,25,0
111,no province,Estonia,58.5953,25.0136,8033,no province Estonia,1326535.0,373.0,0.00028118368531550243,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,1,0,1,7,0,0,0,2,4,0,63,36,56,34,20,33,9,16,23,20,26,17,35,134,37,70,34,36,30,34,79,103,78,58,11,41,36,22,51,46,5,23,41,27,34,25,53,16,7,17,7,33,13,30,8,4,13,6,23,5,5,1,3,8,2,7,5,8,6,2,5,5,7,8,4,4,10,7,3,6,7,14,2,1,10,6,11,8,6,4,1,0,10,10,20,21,8,1,7,11,7,5,3,0,1,1,2,0,2,2,0,0,1,1,1,2,0,1,0,2,0,1,1,2,0,1,1,8,8,2,1,0,0,1,1,0,4,1,0,0,1,3,2,1,5,1,0,4,4,9,13,8,7,1,11,22,11,9,14,5,6,9,7,0,3,7,6,2,8,7,20,17,21,7,3,19,17,14,18,20,10,2,20,20,26,15,35,25,16,32,21,15,32,23,21,22,24,34,22,36,61,49,17,35,57,43,42,47,35,67,48,56,79,57,70,30,10,42,56,45,49,37,19,18,25,39,33,37,35,26,7,42,44,76,53,51,60,17,37,125,81,100,134,80,61,79,208,131,241,228,192,125,126,132,373,267,264,225,211,185
112,no province,Eswatini,-26.5225,31.4659,6124,no province Eswatini,1160164.0,147.0,0.00012670622429242762,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,3,0,0,0,2,3,0,0,0,0,0,0,0,0,0,1,0,2,0,0,0,2,1,0,0,1,0,6,0,2,7,0,0,5,20,3,6,6,20,9,6,2,4,4,3,4,30,6,4,9,3,9,3,0,3,12,1,2,3,9,3,5,13,12,6,5,11,7,0,4,2,8,1,1,5,5,17,11,7,31,27,51,23,14,4,16,14,43,23,37,4,8,8,31,16,16,22,17,36,14,17,28,33,36,45,34,23,45,82,75,44,54,40,38,45,55,63,67,110,64,33,68,44,83,52,69,65,109,88,147,26,71,58,69,63,18,53,59,68,92,108,73,101,115,74,71,75,94,55,95,69,52,18,61,36,79,23,60,46,28,49,51,16,41,50,52,60,39,34,31,20,32,58,31,25,25,29,24,27,36,24,30,24,13,25,36,32,24,20,12,21,10,20,18,21,9,39,10,19,19,15,12,16,9,14,13,19,18,13,19,15,8,12,5,9,17,16,7,9,12,11,13,10,8,8,4,13,13,12,9,13,14,10,11,20,16,16,17,2,10,19
114,no province,Fiji,-17.7134,178.065,35,no province Fiji,896445.0,5.0,5.577587024301546e-06,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,1,1,1,1,0,0,0,0,0,0,0,2,0,5,0,2,1,0,0,1,0,0,0,0,0,1,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,2,0,0,5,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,2,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0
115,no province,Finland,61.92411,25.748151,19647,no province Finland,5540720.0,412.0,7.435856711763093e-05,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,1,3,0,0,0,6,3,0,8,7,10,19,0,96,70,19,33,44,15,64,50,73,103,74,92,88,78,83,126,73,112,66,28,72,97,267,45,249,132,179,118,164,136,69,90,97,76,132,120,192,102,85,146,115,155,111,80,101,119,45,166,89,56,125,78,73,85,161,100,65,142,82,22,19,51,91,83,58,61,33,19,44,50,44,31,11,20,29,64,51,33,50,33,26,2,24,0,30,23,17,20,24,15,24,9,14,17,4,4,5,2,14,9,1,1,11,12,5,19,7,0,11,5,22,5,1,6,5,4,5,3,8,6,12,3,1,6,-5,-3,8,17,17,5,11,11,10,8,8,5,5,6,10,9,9,11,10,13,17,29,20,22,14,16,17,22,19,41,17,20,11,21,24,29,37,29,35,14,18,43,21,17,23,7,28,9,56,19,39,25,36,30,36,10,93,39,43,45,23,47,98,25,49,59,64,58,66,149,93,91,105,93,105,61,149,100,111,141,147,147,164,227,120,296,235,269,149,214,287,204,241,189,160,131,131,294,222,184,219,178,196,122,193,215,188,344,203,178,109,237,293,189,266,0,412,90,220,238,197,316,244,213,104,228
116,French Guiana,France,3.9339,-53.1258,10900,French Guiana France,298682.0,355.0,0.0011885550518611768,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,5,0,0,0,0,0,0,0,2,4,0,0,0,4,3,0,2,3,5,0,0,0,0,15,0,8,0,6,4,0,11,0,5,6,0,0,3,0,0,0,0,10,0,0,1,0,0,10,4,0,0,0,14,0,1,2,0,0,5,0,5,0,3,0,3,0,0,9,11,25,8,0,13,8,19,12,12,18,49,25,31,22,30,14,27,22,0,18,16,23,33,50,50,40,44,92,52,126,118,94,71,95,133,204,211,194,278,17,135,234,206,237,191,0,313,230,264,176,114,355,0,141,124,281,99,146,245,0,221,59,70,94,116,146,0,90,106,32,203,165,81,0,182,48,85,81,71,58,0,91,50,71,58,77,63,0,57,36,63,48,78,39,0,34,35,54,32,34,20,0,78,29,32,46,40,54,0,39,39,55,42,25,46,0,33,32,31,44,32,27,0,31,26,17,28,36,33,0,20,26,24,28,41,32,0,32,34,26,11,2,61,0,28,13,33,25,16,0,0,36,12,10,31,6,4,0,25,0,27,47,9,25,0,9,12,7,21,92,19,0,31,10,14,29,27,57,0,11,14,33,18,28,36,0,32,24
120,Mayotte,France,-12.8275,45.166244,4943,Mayotte France,272815.0,265.0,0.0009713542143943698,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,2,0,3,1,4,13,12,0,0,14,13,0,19,12,0,22,12,6,13,0,24,0,13,7,5,0,11,10,0,16,12,9,17,0,40,15,0,28,26,21,0,59,0,79,0,0,111,36,53,0,115,0,134,35,0,72,48,67,0,102,30,28,0,105,0,46,0,66,22,25,11,25,29,0,0,235,52,7,65,21,0,0,72,24,51,14,28,14,16,12,23,12,38,11,10,0,30,0,33,41,0,0,0,52,43,40,7,11,0,0,18,9,0,14,9,0,0,13,0,19,35,4,0,0,26,16,15,23,0,0,0,38,0,5,57,0,0,0,46,15,8,11,26,0,0,0,23,0,28,0,0,0,41,0,0,0,77,0,0,0,0,0,64,0,0,0,0,0,0,73,0,0,0,0,0,0,0,0,0,0,0,0,0,167,0,0,0,0,0,0,0,0,0,0,0,0,238,0,0,0,0,113,0,0,0,97,0,0,41,0,0,0,0,0,0,129,0,44,0,73,0,0,45,0,45,0,0,0,0,123,35,26,0,0,0,0,265,0,0,106,0,0,0,22,0
121,New Caledonia,France,-20.904305,165.618042,30,New Caledonia France,285498.0,4.0,1.4010606028763774e-05,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,2,0,2,0,4,2,4,0,1,0,0,0,1,0,2,0,-1,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,1,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,3,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,1,0,0,0,0,0,0,1,0,0,0,0,0
